Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
J4_4d9bcab5	pr	{cps=30}Understood, know that you are always welcome here, child.{/cps}	game/script.rpy	677	pr "[what]"
I2first_913bf43f		{cps=30}You can see some people sitting here, either waiting for something/someone or just resting their legs.{/cps}	game/script.rpy	682	"[what]"
I2first_e5666a9d		{cps=30}Your eyes eventually move towards a gorgeous woman with a pink parasol.{/cps}	game/script.rpy	683	"[what]"
I2first_38b1fb65		{cps=30}She seems… sad.{/cps}	game/script.rpy	686	"[what]"
I2first_20c7de85		{cps=30}It is a sadness that feels deeply rooted in her heart, like an old tree that sustains itself on eating her joy.{/cps}	game/script.rpy	687	"[what]"
I2first_6c02d286		{cps=30}It is the sadness of a realization, or a horrible thought.{/cps}	game/script.rpy	688	"[what]"
I2first_2c057749		{cps=30}She turns to meet your gaze, and her expression changes to that of suprise.{/cps}	game/script.rpy	689	"[what]"
I2first_d554a6df		{cps=30}She mouths something under her breath, and then quickly smiles that ‘nice’ sort of smile you offer a stranger or acquaintance.{/cps}	game/script.rpy	690	"[what]"
I2first_6563e229	po	{cps=30}Hello there.{/cps}	game/script.rpy	692	po "[what]"
I2first_e4354c2d	po	{cps=30}How are you faring today ?{/cps}	game/script.rpy	693	po "[what]"
L1_905dd290	po	{cps=30}Good! I’m glad.{/cps}	game/script.rpy	707	po "[what]"
L2_db1d89ae		{cps=30}She doesn’t expect that response, that is not how people are ‘supposed’ to respond to that question.{/cps}	game/script.rpy	711	"[what]"
L2_8ffe91fa	po	{cps=30}Oh…{/cps}	game/script.rpy	712	po "[what]"
L2_fbccdaf3	po	{cps=30}Well, i’m sorry to hear that.{/cps}	game/script.rpy	713	po "[what]"
L2_1d261cc8	po	{cps=30}I…{/cps}	game/script.rpy	714	po "[what]"
L2_c32219c5		{cps=30}Her smile disintegrates like a burning piece of wood, slowly and weakly.{/cps}	game/script.rpy	715	"[what]"
L2_fdc83723	po	{cps=30}I’m not feeling great either, to be honest.{/cps}	game/script.rpy	716	po "[what]"
L2_efabb5bd	po	{cps=30}I feel… like something is missing.{/cps}	game/script.rpy	717	po "[what]"
L2_8c6c9181	po	{cps=30}Like someone is missing.{/cps}	game/script.rpy	718	po "[what]"
L2_7d47dc9c	po	{cps=30}I am without a love, without a person to talk to.{/cps}	game/script.rpy	719	po "[what]"
L2_0099b4e9	po	{cps=30}I feel dreadfully alone, incomplete.{/cps}	game/script.rpy	720	po "[what]"
L2_db42d0fd	po	{cps=30}I wish I knew someone who understood…{/cps}	game/script.rpy	721	po "[what]"
L2_96bcd527		{cps=30}She gets lost in thought for a moment, before snapping back.{/cps}	game/script.rpy	722	"[what]"
L2_801a4665	po	{cps=30}Sorry about that!{/cps}	game/script.rpy	723	po "[what]"
PoemStartBookmark_6b8c469e	po	{cps=30}Is there something you would like to talk to me about?{/cps}	game/script.rpy	727	po "[what]"
M1_92f7e2de	po	{cps=30}My name is {color=	game/script.rpy	746	po "[what]"
M1_e2f485e8	po	{cps=30}I am a professor of art, mostly painting with an impressionistic pointalism style.{/cps}	game/script.rpy	747	po "[what]"
M1_39e3e88c	po	{cps=30}I am struggling a bit in the inspiration front right now, as no subject or ideas are availing themselves to me.{/cps}	game/script.rpy	748	po "[what]"
M1_23d3fc4f	po	{cps=30}In time, I suppose.{/cps}	game/script.rpy	749	po "[what]"
M1_55fa88bb	po	{cps=30}Ironic isn’t it? {/cps}	game/script.rpy	750	po "[what]"
M1_4baa3cc2	po	{cps=30}Being in one of the most beautiful cities in the world, during its most colorful celebration, and being at a loss for ideas?{/cps}	game/script.rpy	751	po "[what]"
M1_c74803cf		{cps=30}At this, she chuckles without humor.{/cps}	game/script.rpy	752	"[what]"
M2_8e96380d	po	{cps=30}I, honestly, don’t know many of the locals. {/cps}	game/script.rpy	756	po "[what]"
M2_2e2c2d82	po	{cps=30}I’ve been staying with my father in this part of venice during the carnival, but my apartment is in Dorsoduro.{/cps}	game/script.rpy	757	po "[what]"
M2_0ec1ea90	po	{cps=30}I haven’t really taken the time to meet anyone, but then again, not many people have been taking the time to meet me.{/cps}	game/script.rpy	758	po "[what]"
M2_8b69625e	po	{cps=30}Thanks, by the way.{/cps}	game/script.rpy	759	po "[what]"
M2_a8d06059	po	{cps=30}For spending some time listening to what I have to say.{/cps}	game/script.rpy	760	po "[what]"
M2_e0bc02e0	po	{cps=30}It's nice.{/cps}	game/script.rpy	761	po "[what]"
M3_b2dde4d0		{cps=30}You hand her the letter, and she takes it curiously.{/cps}	game/script.rpy	765	"[what]"
M3_319e8d35		{cps=30}She opens it up, and then begins to read it.{/cps}	game/script.rpy	766	"[what]"
M3_88b7e864		{cps=30}Slowly, tears start to form in her eyes as she continues to read.{/cps}	game/script.rpy	767	"[what]"
M3_25bf04c5		{cps=30}She finishes the letter, wipes her eyes, and puts it down on the bench beside her.{/cps}	game/script.rpy	768	"[what]"
M3_4f00193c	po	{cps=30}That was one of the most beautiful things I have ever read.{/cps}	game/script.rpy	769	po "[what]"
M3_64f64b80	po	{cps=30}You are an amazing writer!{/cps}	game/script.rpy	770	po "[what]"
M3_8f36cbf3		{cps=30}She immediately sweeps you into a giant hug, and around the same time you feel your back crack from her embrace you realize that she is much stronger than you.{/cps}	game/script.rpy	771	"[what]"
M3_afa40321		{cps=30}Dangerously stronger than you.{/cps}	game/script.rpy	772	"[what]"
M3_42545b06		{cps=30}Okay its really starting to hurt now, better say something quick.{/cps}	game/script.rpy	773	"[what]"
M3_e1f28739		{cps=30}You let out an “Ow. Ow. Ow” before she lets go of you, tears streaming down her face like paper-thin waterfalls.{/cps}	game/script.rpy	774	"[what]"
M3_8f3fec93		{cps=30}She smiles, grabs your hand, and runs over to the canal docks.{/cps}	game/script.rpy	775	"[what]"
M3_8504289f		{cps=30}The shock prevents you from fighting against the force exerted on your arm, as she drags you over to the nearby docks.{/cps}	game/script.rpy	776	"[what]"
M3_8c12b638	po	{cps=30}You there!{/cps}	game/script.rpy	777	po "[what]"
M3_2999b60b	po	{cps=30}Sir, we would like to book a gondola ride!{/cps}	game/script.rpy	778	po "[what]"
M3_1fb9ee16		{cps=30}She is pointing at Path, who alights with joy apon seeing her.{/cps}	game/script.rpy	780	"[what]"
M3_50e2a3a4	pat	{cps=30}Oh… o-of course!{/cps}	game/script.rpy	782	pat "[what]"
M3_ad6f982a	pat	{cps=30}You read the letter?{/cps}	game/script.rpy	783	pat "[what]"
M3_38933d34	po	{cps=30}Yes, it was written beautifully!{/cps}	game/script.rpy	784	po "[what]"
M3_a4a03722	po	{cps=30}You two must have talked about it beforehand, are you guys friends?{/cps}	game/script.rpy	785	po "[what]"
M3_2e5bb823	pat	{cps=30}I mean, we just met today, but they are a fantastic person.{/cps}	game/script.rpy	786	pat "[what]"
M3_995042be		{cps=30}Path turns over to you.{/cps}	game/script.rpy	787	"[what]"
M3_a5021bb0	pat	{cps=30}I really cannot thank you enough for doing this, I would have been terrified!{/cps}	game/script.rpy	788	pat "[what]"
M3_0ca1c927	po	{cps=30}Regardless, lets go over to the plaza!{/cps}	game/script.rpy	789	po "[what]"
M3_e95be642	po	{cps=30}I hear a show is starting soon, and they have some good food around there.{/cps}	game/script.rpy	790	po "[what]"
M3_246e547e	pat	{cps=30}Uh… all of us?{/cps}	game/script.rpy	791	pat "[what]"
M3_636d04f0	po	{cps=30}Of course! How else would we get there?{/cps}	game/script.rpy	792	po "[what]"
M3_199c0ac6	pat	{cps=30}Yeah, okay.{/cps}	game/script.rpy	793	pat "[what]"
M3_e74ab252	pat	{cps=30}I guess that makes… sense?{/cps}	game/script.rpy	794	pat "[what]"
M3_8d612ba1		{cps=30}Path starts to paddle over to the plaza through the canals.{/cps}	game/script.rpy	795	"[what]"
M4_44e28646	pat	{cps=30}Okay, addio!{/cps}	game/script.rpy	799	pat "[what]"
End1_02a58664		{cps=30}Pray rushes outside in a power walk of vindictive and fatherly rage.{/cps}	game/script.rpy	808	"[what]"
End1_4986f783		{cps=30}You follow, both out of curiosity and guilt for your breach of Path’s trust.{/cps}	game/script.rpy	809	"[what]"
End1_85f4bd8a		{cps=30}Once you both reach the canal docks, you see Path merrily cleaning any splashed water that got in his boat while whistling.{/cps}	game/script.rpy	810	"[what]"
End1_53b80192		{cps=30}As he hears you and Pray’s footsteps, he turns around with a big grin on his face.{/cps}	game/script.rpy	812	"[what]"
End1_b411823d	pat	{cps=30}Hello friend! So thankful for giving h-{/cps}	game/script.rpy	813	pat "[what]"
End1_cb10e19e	pr	{cps=30}Hello, boy.{/cps}	game/script.rpy	815	pr "[what]"
End1_b5ea28c9		{cps=30}Path gulps, mortified.{/cps}	game/script.rpy	816	"[what]"
End1_496990f3	pat	{cps=30}Um… greetings, patriarca!{/cps}	game/script.rpy	817	pat "[what]"
End1_309aae33	pat	{cps=30}How may I serve you?{/cps}	game/script.rpy	818	pat "[what]"
End1_5447624b	pr	{cps=30}There is only one way you can help me, boy{/cps}	game/script.rpy	819	pr "[what]"
End1_3f19e175	pat	{cps=30}And that is?{/cps}	game/script.rpy	820	pat "[what]"
End1_f35e6094	pr	{cps=30}You can leave Venice, forevermore, and then you ‘might’ find salvation from the pit in Peter's list.{/cps}	game/script.rpy	821	pr "[what]"
End1_1a6e3bb3	pr	{cps=30}Otherwise, I cannot guarantee your immortal soul’s safety.{/cps}	game/script.rpy	822	pr "[what]"
End1_03c66b15	pr	{cps=30}For lies in the name of lust are terrible sins indeed.{/cps}	game/script.rpy	823	pr "[what]"
End1_41107f55	pat	{cps=30}What?{/cps}	game/script.rpy	824	pat "[what]"
End1_925c7e1f	pr	{cps=30}Your letter.{/cps}	game/script.rpy	825	pr "[what]"
End1_0e3edbc5		{cps=30}Pray pulls out the letter and drops it into the canal.{/cps}	game/script.rpy	826	"[what]"
End1_8dcd1ba5		{cps=30}Path’s eyes are locked on the letter until it lands in the brackish sewage of the canal.{/cps}	game/script.rpy	827	"[what]"
End1_e4db993d		{cps=30}As the ink smears, he looks at you with pure confusion, betrayal and sadness.{/cps}	game/script.rpy	828	"[what]"
End1_318ba2b1		{cps=30}He then jumps into his gondola, quickly unties it with deft still, and starts rowing as fast as he can through the canal.{/cps}	game/script.rpy	829	"[what]"
End1_02de0f65		{cps=30}Pray yells out in rage, and jumps into a nearby gondola with the gondolier tuning his guitar idly.{/cps}	game/script.rpy	831	"[what]"
End1_176c5031	pr	{cps=30}Gondolier!{/cps}	game/script.rpy	832	pr "[what]"
End1_2ad1e5c3		{cps=30}The gondolier turns to Pray.{/cps}	game/script.rpy	833	"[what]"
End1_60090604	pr	{cps=30}Follow that boat!{/cps}	game/script.rpy	834	pr "[what]"
End1_75b59db2		{cps=30}The gondolier shrugs, and starts to untie his boat’s knot.{/cps}	game/script.rpy	835	"[what]"
End1_83eb33b1		{cps=30}Out of desire to see how this resolves, you jump into the gondola as a high speed gondola chase through Venice begins.{/cps}	game/script.rpy	836	"[what]"
End1_ab26399d		{cps=30}After a thrilling and high-budget chase sequence with fancy effects and amazing soundtrack plays, you and Pray find yourselves back at the Plaza’s dock.{/cps}	game/script.rpy	839	"[what]"
End1_14a2ab65		{cps=30}Pray tips the gondolier and steps off, you do the same.{/cps}	game/script.rpy	840	"[what]"
End1_ea7b8dfd		{cps=30}Thats when you both see that Path’s boat has aready been docked.{/cps}	game/script.rpy	841	"[what]"
End1_7280266c	pr	{cps=30}Damn it!{/cps}	game/script.rpy	843	pr "[what]"
End1_cb0f29a9	pr	{cps=30}He must be hiding in the plaza somewhere.{/cps}	game/script.rpy	844	pr "[what]"
End1_8857ff5e		{cps=30}You assume the same, and you both run up to the plaza.{/cps}	game/script.rpy	845	"[what]"
End1_6d44420b		{cps=30}You can see a large congregation around Puck’s stage, the show must be starting.{/cps}	game/script.rpy	847	"[what]"
End1_826c655b	pr	{cps=30}You don’t think…{/cps}	game/script.rpy	848	pr "[what]"
End1_403f2ea8	pr	{cps=30}He couldn’t be THAT stupid, right?{/cps}	game/script.rpy	849	pr "[what]"
End1_9d7a2b0f		{cps=30}Pray points at the show and looks at you.{/cps}	game/script.rpy	850	"[what]"
End1_dd96d45d		{cps=30}You can faintly hear an incredibly high falsetto voice that sounds disapointingly familiar.{/cps}	game/script.rpy	851	"[what]"
End1_ca9e1207		{cps=30}He is, in fact, that stupid.{/cps}	game/script.rpy	852	"[what]"
End1_793c14af		{cps=30}You walk over to the show stage, hanging your heads in awe of this intellectual failure on the part of Path.{/cps}	game/script.rpy	853	"[what]"
End1_1caa3405		{cps=30}You see that the puppet show has started, and there are two marionettes in the stand: A high-voiced female puppet and a gravelly male puppet.{/cps}	game/script.rpy	855	"[what]"
End1_90e86c95		{cps=30}Pray wordlessly walks up to the stand, reaches up, and pulls Path down by his nose.{/cps}	game/script.rpy	856	"[what]"
End1_f4ee6a58	pat	{cps=30}Ow!{/cps}	game/script.rpy	858	pat "[what]"
End1_65d49f92		{cps=30}Some of the audience laughs, some children cry, and most people are concerned and ticked off.{/cps}	game/script.rpy	859	"[what]"
End1_1650e367	pr	{cps=30}Boy. {/cps}	game/script.rpy	860	pr "[what]"
End1_0ee47746	pr	{cps=30}Of all the suitors that have tried to claim my daughter, you are by far the most inept.{/cps}	game/script.rpy	861	pr "[what]"
End1_328dfbfe	pr	{cps=30}How, in any world, was this a good idea? {/cps}	game/script.rpy	862	pr "[what]"
End1_ba3f0e19	pr	{cps=30}Who convinced you to go and hide as a member of a puppet show rather than just run?{/cps}	game/script.rpy	863	pr "[what]"
End1_47d473f8		{cps=30}You turn back to the puppet stand, where puck is sneaking out.{/cps}	game/script.rpy	864	"[what]"
End1_fa80bc2c	p	{cps=30}Hahaha… um…{/cps}	game/script.rpy	866	p "[what]"
End1_a4879bc6	p	{cps=30}{size=+20}DISTRACTION !{/size}{/cps}	game/script.rpy	867	p "[what]"
End1_34a00059		{cps=30}Puck throws down a smoke bomb and starts running away.{/cps}	game/script.rpy	868	"[what]"
End1_2fd9d50d		{cps=30}Pray is about to chase him aswell, but starts coughing from the smoke.{/cps}	game/script.rpy	869	"[what]"
End1_81c7a9d2	pr	{cps=30}{i}Cough{/i} you know what ? {i}Cough{/i}{/cps}	game/script.rpy	870	pr "[what]"
End1_506a4174	pr	{cps=30}You {i}Cough{/i} win.{/cps}	game/script.rpy	871	pr "[what]"
End1_c4e820a1	pr	{cps=30}Just {i}Cough{/i} leave my daughter alone.{/cps}	game/script.rpy	872	pr "[what]"
End1_da466874	pr	{cps=30}{i}Cough{/i} okay?{/cps}	game/script.rpy	873	pr "[what]"
End1_5d29ca49		{cps=30}Path furiously nods, slowly backing up.{/cps}	game/script.rpy	874	"[what]"
End1_09d177ac	pat	{cps=30}O-okay sir!{/cps}	game/script.rpy	875	pat "[what]"
End1_80efb43d	pat	{cps=30}So sorry about all of this!{/cps}	game/script.rpy	876	pat "[what]"
End1_aa1a0345	pr	{cps=30}Uggh.{/cps}	game/script.rpy	877	pr "[what]"
End1_964d14d2	pr	{cps=30}I’m getting too old for this.{/cps}	game/script.rpy	878	pr "[what]"
End1_3eb3cab9	pr	{cps=30}But I can't stop.{/cps}	game/script.rpy	879	pr "[what]"
End1_52b28dce	pr	{cps=30}I need to keep her…{/cps}	game/script.rpy	880	pr "[what]"
End1_8b76c304	pr	{cps=30}Ugh…{/cps}	game/script.rpy	881	pr "[what]"
End1_908de4cb	pr	{cps=30}Safe.{/cps}	game/script.rpy	882	pr "[what]"
End1_bf45407f	pat	{cps=30}Safe from what?{/cps}	game/script.rpy	883	pat "[what]"
End1_89559668	pr	{cps=30}{i}Cough{/i} Boys like you!{/cps}	game/script.rpy	884	pr "[what]"
End1_db5cd976	pr	{cps=30}Boys who look and act kind, but are just there to use you!{/cps}	game/script.rpy	885	pr "[what]"
End1_76a4154a	pr	{cps=30}I know what world we live in, and she is the only thing I have left!{/cps}	game/script.rpy	886	pr "[what]"
End1_7577eb6f	pr	{cps=30}I can't be weak, I can’t let her get hurt the way-{/cps}	game/script.rpy	887	pr "[what]"
End1_dc3b34d4	pr	{cps=5}…{/cps}	game/script.rpy	888	pr "[what]"
End1_e78a3281	pr	{cps=30}I’m losing my station soon, and I’m okay with that.{/cps}	game/script.rpy	889	pr "[what]"
End1_e3c9d9e2	pr	{cps=30}I’d do what I’ve done {i}per sempre{/i} if it means I can keep her safe.{/cps}	game/script.rpy	890	pr "[what]"
End1_c84d7724		{cps=30}Path looks at Pray with empathy, finally understanding the source of his aggression.{/cps}	game/script.rpy	891	"[what]"
End1_da5ec7cd	pat	{cps=30}It’s kinda funny, isn’t it?{/cps}	game/script.rpy	892	pat "[what]"
End1_4640f4ca	pr	{cps=30}What is?{/cps}	game/script.rpy	893	pr "[what]"
End1_e84f7943	pat	{cps=30}That we are terrified of each other.{/cps}	game/script.rpy	894	pat "[what]"
End1_84554325		{cps=30}Pray thinks for a moment, looks at Path, then nods.{/cps}	game/script.rpy	895	"[what]"
End1_1610b5e0	pr	{cps=30}I guess that is funny.{/cps}	game/script.rpy	896	pr "[what]"
End1_729130bd	pr	{cps=30}Can I tell you something funnier?{/cps}	game/script.rpy	897	pr "[what]"
End1_d46893ab	pr	{cps=30}My fear consumes me.{/cps}	game/script.rpy	898	pr "[what]"
End1_0b3ac391	pr	{cps=30}Every waking moment of my life is stained by fear{/cps}	game/script.rpy	899	pr "[what]"
End1_ee0b4c02	pr	{cps=30}Fear in dark corners, fear of death, fear of loss.{/cps}	game/script.rpy	900	pr "[what]"
End1_55d6b3ab	pr	{cps=30}I think that’s something I need to work on.{/cps}	game/script.rpy	901	pr "[what]"
End1_dc3b34d4_1	pr	{cps=5}…{/cps}	game/script.rpy	902	pr "[what]"
End1_c39c6f25	pr	{cps=30}I need to stop using this to distract myself.{/cps}	game/script.rpy	903	pr "[what]"
End1_d9039297	pr	{cps=30}My behavior has been irrational and harmful, and I see that now.{/cps}	game/script.rpy	904	pr "[what]"
End1_24bf44b0	pr	{cps=30}If you wish to talk to my daughter in person, I can call her and explain the situation.{/cps}	game/script.rpy	905	pr "[what]"
End1_7051460a	pr	{cps=30}I think that, perhaps if I start treating her like the adult she is…{/cps}	game/script.rpy	906	pr "[what]"
End1_afd56188	pr	{cps=30}Perhaps some of that fear will go away.{/cps}	game/script.rpy	907	pr "[what]"
End1_e90f3a6f	pr	{cps=30}I need it to.{/cps}	game/script.rpy	908	pr "[what]"
End1_31d5d4d2		{cps=30}And so it was, Pray and Path may not have got along and certainly would not for years to come, but the two had reached a kind of understanding.{/cps}	game/script.rpy	909	"[what]"
End1_e2a6b8ad		{cps=30}Path saw that the patriarch was not as imposing as he seemed, and that Pray was just as, if not more, afraid than he was.{/cps}	game/script.rpy	910	"[what]"
End1_f51ae068		{cps=30}And Pray saw that, despite how scary it sounds, It is not just the role of a parent to protect…{/cps}	game/script.rpy	911	"[what]"
End1_a72a77de		{cps=30}It is also the role of a parent to cultivate, and eventually, release their child into the open winds of life.{/cps}	game/script.rpy	912	"[what]"
End1_b40409a4		{cps=20}And thus concludes their story, a story of love, growth and fear.{/cps}	game/script.rpy	913	"[what]"
End1_158e8266		{cps=30}{/cps}	game/script.rpy	914	"[what]"
End2_02a58664		{cps=30}Pray rushes outside in a power walk of vindictive and fatherly rage.{/cps}	game/script.rpy	920	"[what]"
End2_89f68d66		{cps=30}You follow, both out of curiosity and guilt for throwing Puck under the bus.{/cps}	game/script.rpy	921	"[what]"
End2_9e02a6cf		{cps=30}Pray walks up to the nearby canal port, and you walk up behind him.{/cps}	game/script.rpy	923	"[what]"
End2_a5029979		{cps=30}Path is cleaning up the inside of his boat, and stops when he sees Pray.{/cps}	game/script.rpy	924	"[what]"
End2_8aa80e1d		{cps=30}Path looks over to you, and you mouth the words ‘Act Natural’ to him.{/cps}	game/script.rpy	926	"[what]"
End2_41904141		{cps=30}Path nods and turns to look at Pray.{/cps}	game/script.rpy	927	"[what]"
End2_6e943414	pat	{cps=30}H-Hello sir!{/cps}	game/script.rpy	928	pat "[what]"
End2_63d0459e	pat	{cps=30}How may I hhelp you this fine morning?{/cps}	game/script.rpy	929	pat "[what]"
End2_fee0e78e	pr	{cps=30}We don’t have much time, take us to the Plaza!{/cps}	game/script.rpy	930	pr "[what]"
End2_d01ddbe5	pat	{cps=30}Right away, your holiness!{/cps}	game/script.rpy	931	pat "[what]"
End2_31a9e5f5		{cps=30}Path starts rowing, uncertainly, through the canals.{/cps}	game/script.rpy	932	"[what]"
End2_9e2e7fa2		{cps=30}The three of you arrive at the canals outside the plaza, where you and Path get off slowly.{/cps}	game/script.rpy	934	"[what]"
End2_74762eb0		{cps=30}Path is about to follow you and Pray, but you motion for him to stay.{/cps}	game/script.rpy	935	"[what]"
End2_0665fe13		{cps=30}Path nods.{/cps}	game/script.rpy	936	"[what]"
End2_c1ed72de	pr	{cps=30}Here you go, boy.{/cps}	game/script.rpy	937	pr "[what]"
End2_8852b31a	pr	{cps=30}Thank you for your help.{/cps}	game/script.rpy	938	pr "[what]"
End2_00855672		{cps=30}Pray tosses some money into Path’s hands, and Path accepts it with a confused and forced smile.{/cps}	game/script.rpy	939	"[what]"
End2_6906b2b3		{cps=30}You and Pray leave the port and enter the Plaza.{/cps}	game/script.rpy	940	"[what]"
End2_fe5cc261		{cps=30}You and Pray walk out into the plaza. You can see Puck’s show has amassed a large crowd.{/cps}	game/script.rpy	942	"[what]"
End2_ee17635d	pr	{cps=30}He must be over there.{/cps}	game/script.rpy	943	pr "[what]"
End2_9a36df0a	pr	{cps=30}I’m going to talk to him, you have already done enough.{/cps}	game/script.rpy	944	pr "[what]"
End2_fa5f8fa8	pr	{cps=30}Stay out of this, please.{/cps}	game/script.rpy	945	pr "[what]"
End2_735b711e		{cps=30}Pray walks up to the show crowd.{/cps}	game/script.rpy	946	"[what]"
End2_6772d786		{cps=30}You continue following him (obviously) but do so at more of a distance.{/cps}	game/script.rpy	947	"[what]"
End2_4a4ad3a7		{cps=30}Puck is currently going through a scene where a clever peasant tricks a complacent aristocrat into giving him the aristocrat’s wallet.{/cps}	game/script.rpy	949	"[what]"
End2_a9b4aa7b		{cps=30}The crowd laughs, boos, and claps as the scene unfolds, yet Pray remains stagnant, waiting for an intermission so he can talk to Puck backstage.{/cps}	game/script.rpy	950	"[what]"
End2_584a77dd		{cps=30}Eventually, that intermission comes, and you follow them again {/cps}	game/script.rpy	951	"[what]"
End2_59ce5093	p	{cps=30}Thank you, thank you!{/cps}	game/script.rpy	953	p "[what]"
End2_4e5c6097	p	{cps=30}I shall return to the tale of ‘Brainy and Dull’ after a short five minute intermission.{/cps}	game/script.rpy	954	p "[what]"
End2_aca7b934	p	{cps=30}Please take time to grab snacks, tip money, or just sit and relax until this bell sounds and the show resumes.{/cps}	game/script.rpy	955	p "[what]"
End2_5caa5064	p	{cps=30}Thank you, and see you all soon!{/cps}	game/script.rpy	956	p "[what]"
End2_f2a35e17		{cps=30}Puck walks behind the small puppet booth into a nearby RV, and closes the door behind him.{/cps}	game/script.rpy	957	"[what]"
End2_8b4ca746		{cps=30}Pray moves as if on cue, walking up to Puck’s RV seconds after.{/cps}	game/script.rpy	958	"[what]"
End2_7bf5bd0d		{cps=30}Pray knocks on the door to the RV, and it slowly opens.{/cps}	game/script.rpy	959	"[what]"
End2_fcfb0849	p	{cps=30}Hellooo!{/cps}	game/script.rpy	960	p "[what]"
End2_f25e9fb4	p	{cps=30}Who could that be at my-{/cps}	game/script.rpy	961	p "[what]"
End2_3195830b	p	{cps=30}Oh!{/cps}	game/script.rpy	962	p "[what]"
End2_3a28f615	p	{cps=30}Your holiness, at my humble show!{/cps}	game/script.rpy	963	p "[what]"
End2_b481b1a6	p	{cps=30}How do you fair this carnevale?{/cps}	game/script.rpy	964	p "[what]"
End2_2ca0e986	pr	{cps=30}Busy.{/cps}	game/script.rpy	965	pr "[what]"
End2_a1acab13		{cps=30}Pray reaches into his pocket and pulls out the note.{/cps}	game/script.rpy	966	"[what]"
End2_23ba1835	pr	{cps=30}Looks Familiar?{/cps}	game/script.rpy	967	pr "[what]"
End2_a80105fe		{cps=30}Puck takes the letter and examines it.{/cps}	game/script.rpy	968	"[what]"
End2_284e460b	p	{cps=30}I cannot say it is…{/cps}	game/script.rpy	969	p "[what]"
End2_d86fe157	p	{cps=30}Seems beautifully written though.{/cps}	game/script.rpy	970	p "[what]"
End2_6db0a598	pr	{cps=30}It is a love letter, addressed to my daughter.{/cps}	game/script.rpy	971	pr "[what]"
End2_564d07f6	pr	{cps=30}Someone gave it to me earlier, and claimed that you were the one who wrote it.{/cps}	game/script.rpy	972	pr "[what]"
End2_351b932f	p	{cps=30}I don’t-{/cps}	game/script.rpy	973	p "[what]"
End2_41fa4c5c		{cps=30}Puck looks out and you, and then further back into the corner where the canals are{/cps}	game/script.rpy	974	"[what]"
End2_e809b1e5		{cps=30}You turn, and see Path peeking around that corner, anticipation and nervousness on his face.{/cps}	game/script.rpy	975	"[what]"
End2_f6864ff8		{cps=30}Puck sees this, and smiles.{/cps}	game/script.rpy	976	"[what]"
End2_e6554bc5	p	{cps=30}Yes, signore{/cps}	game/script.rpy	977	p "[what]"
End2_ad2e43e1	p	{cps=30}I wrote that letter.{/cps}	game/script.rpy	978	p "[what]"
End2_6266060f	pr	{cps=30}But you just said-{/cps}	game/script.rpy	979	pr "[what]"
End2_80975722	p	{cps=30}I was mistaken, I have a service where I write love letters for people who cannot write them themselves.{/cps}	game/script.rpy	980	p "[what]"
End2_b269f6ec	p	{cps=30}Thus, I could not recognize this letter in particular.{/cps}	game/script.rpy	981	p "[what]"
End2_fa734f5e	pr	{cps=30}Then who… who hired you?{/cps}	game/script.rpy	982	pr "[what]"
End2_4b1dfdfa	p	{cps=30}A man by the name of Mario Finzione, some greasy man from out of town.{/cps}	game/script.rpy	983	p "[what]"
End2_6914982f	p	{cps=30}I am deeply sorry for this situation, and I will contact Mr Finzione myself.{/cps}	game/script.rpy	984	p "[what]"
End2_7444e8bf	pr	{cps=30}Okay… good!{/cps}	game/script.rpy	985	pr "[what]"
End2_b857ef07		{cps=30}Pray storms off, unsatisfied with the result but willing to believe what Puck said.{/cps}	game/script.rpy	986	"[what]"
End2_3e4e5576		{cps=30}Once he leaves, you and Path walk up to Puck.{/cps}	game/script.rpy	988	"[what]"
End2_240095ab	p	{cps=30}Hello there Path!{/cps}	game/script.rpy	990	p "[what]"
End2_6cffd50b	p	{cps=30}How are you two doing this morning, have you had breakfast yet?{/cps}	game/script.rpy	991	p "[what]"
End2_6cee7e67	pat	{cps=30}Sir… what you did for me…{/cps}	game/script.rpy	992	pat "[what]"
End2_d8cb0559	p	{cps=30}What I did for you?{/cps}	game/script.rpy	993	p "[what]"
End2_b0295802	p	{cps=30}I’ve done nothing yet! {/cps}	game/script.rpy	994	p "[what]"
End2_82ff2ebf	p	{cps=30}After the show, i’ll get food for all of us.{/cps}	game/script.rpy	995	p "[what]"
End2_9273154f	p	{cps=30}My treat.{/cps}	game/script.rpy	996	p "[what]"
End2_4b83292c		{cps=30}Path seems uncomfortable with this arrangement, feeling guilty for getting so much out of the performer.{/cps}	game/script.rpy	997	"[what]"
End2_eb70b3c2	pat	{cps=30}Sir, surely I can p-{/cps}	game/script.rpy	998	pat "[what]"
End2_83bf1e2d		{cps=30}Puck puts his hand up to shush Path.{/cps}	game/script.rpy	999	"[what]"
End2_1fbac8a8	p	{cps=30}We can talk more later, the show is starting.{/cps}	game/script.rpy	1000	p "[what]"
End2_de22864f		{cps=30}Puck walks back into his booth and the puppet show resumes.{/cps}	game/script.rpy	1001	"[what]"
End2_a1ea849b		{cps=30}Path exhales a sigh of relief, and looks you with relief.{/cps}	game/script.rpy	1004	"[what]"
End2_8bc14b70	pat	{cps=30}Thank you, for whatever you did.{/cps}	game/script.rpy	1005	pat "[what]"
